# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/eco_gff.gff" "-o" "counts/eco_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/eco_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/eco_glyc_1Aligned.sortedByCoord.out.bam
cds-BAB36803.1	BA000007.3	3360709	3361140	-	432	1676
cds-BAB36804.1	BA000007.3	3361281	3362135	-	855	1
cds-BAB36805.1	BA000007.3	3362135	3362956	-	822	0
cds-BAB36806.1	BA000007.3	3362949	3363578	-	630	2
cds-BAB36807.1	BA000007.3	3363575	3365956	-	2382	1
cds-BAB36808.1	BA000007.3	3366120	3368432	-	2313	363
cds-BAB36809.1	BA000007.3	3368433	3373394	-	4962	2437
cds-BAB36810.2	BA000007.3	3373601	3374446	+	846	646
cds-BAB36811.2	BA000007.3	3374946	3375722	-	777	1474
cds-BAB36812.2	BA000007.3	3375865	3377148	-	1284	3070
cds-BAB36813.1	BA000007.3	3377326	3377526	-	201	1043
cds-BAB36814.1	BA000007.3	3377538	3377873	-	336	2106
cds-BAB36815.1	BA000007.3	3377875	3379725	-	1851	6417
cds-BAB36816.1	BA000007.3	3379742	3380257	-	516	1768
cds-BAB36817.1	BA000007.3	3380353	3380676	-	324	2566
cds-BAB36818.1	BA000007.3	3380693	3381079	-	387	4116
cds-BAB36819.2	BA000007.3	3381107	3382321	-	1215	12944
cds-BAB36820.1	BA000007.3	3382433	3382921	-	489	2855
cds-BAB36821.1	BA000007.3	3383222	3383959	-	738	2039
cds-BAB36822.1	BA000007.3	3384078	3384881	+	804	2615
cds-BAB36823.2	BA000007.3	3385026	3385880	+	855	175
cds-BAB36824.2	BA000007.3	3386071	3387351	+	1281	243
cds-BAB36825.1	BA000007.3	3387343	3388482	-	1140	175
cds-BAB36826.1	BA000007.3	3388642	3389532	-	891	73
cds-BAB36827.1	BA000007.3	3389668	3391029	+	1362	345
cds-BAB36828.1	BA000007.3	3391026	3391544	+	519	28
cds-BAB36829.1	BA000007.3	3391544	3391864	+	321	28
cds-BAB36830.1	BA000007.3	3391861	3392673	+	813	25
cds-BAB36831.1	BA000007.3	3392683	3393885	+	1203	72
cds-BAB36832.2	BA000007.3	3393982	3394404	+	423	101
cds-BAB36833.1	BA000007.3	3394452	3395324	-	873	92
cds-ECs_3411	BA000007.3	3395336	3396397	-	1062	56
cds-BAB36835.1	BA000007.3	3396463	3397461	-	999	11
cds-BAB36836.1	BA000007.3	3397486	3398997	-	1512	24
cds-BAB36837.1	BA000007.3	3399020	3400003	-	984	8
cds-BAB36838.2	BA000007.3	3400100	3403381	-	3282	44
cds-BAB36839.2	BA000007.3	3403499	3404692	+	1194	150
cds-BAB36840.1	BA000007.3	3404755	3406008	-	1254	3843
cds-BAB36841.1	BA000007.3	3406336	3407526	+	1191	157
cds-BAB36842.1	BA000007.3	3407571	3407909	-	339	763
cds-BAB36843.1	BA000007.3	3407970	3409304	-	1335	513
cds-BAB36844.1	BA000007.3	3409294	3410007	-	714	342
cds-BAB36845.2	BA000007.3	3410172	3411554	-	1383	563
cds-BAB36846.1	BA000007.3	3412175	3416062	-	3888	879
cds-BAB36847.2	BA000007.3	3416319	3417875	+	1557	430
cds-BAB36848.2	BA000007.3	3417872	3418375	-	504	760
cds-BAB36849.2	BA000007.3	3418433	3419068	-	636	1578
cds-BAB36850.2	BA000007.3	3419277	3420125	+	849	197
cds-BAB36851.1	BA000007.3	3420181	3420441	+	261	1171
cds-BAB36852.1	BA000007.3	3421137	3421517	-	381	240
cds-BAB36853.1	BA000007.3	3421517	3422248	-	732	820
cds-BAB36854.1	BA000007.3	3422260	3422988	-	729	851
cds-BAB36855.1	BA000007.3	3423000	3423905	-	906	4318
cds-BAB36856.1	BA000007.3	3423902	3424582	-	681	5306
cds-BAB36857.1	BA000007.3	3424855	3425829	-	975	2498
cds-BAB36858.1	BA000007.3	3425845	3427644	-	1800	5071
cds-BAB36859.1	BA000007.3	3427842	3428321	-	480	1076
cds-BAB36860.1	BA000007.3	3428318	3429274	-	957	3267
cds-BAB36861.1	BA000007.3	3429274	3429912	-	639	4032
cds-BAB36862.1	BA000007.3	3429945	3430520	-	576	6734
cds-BAB36863.1	BA000007.3	3430928	3432550	+	1623	92
cds-BAB36864.2	BA000007.3	3432535	3433272	-	738	151
cds-BAB36865.1	BA000007.3	3433404	3434738	+	1335	959
cds-BAB36866.2	BA000007.3	3434771	3435652	-	882	332
cds-BAB36867.1	BA000007.3	3435755	3436342	+	588	126
cds-BAB36868.1	BA000007.3	3436398	3436781	-	384	33401
cds-BAB36869.2	BA000007.3	3437086	3437775	+	690	675
cds-BAB36870.1	BA000007.3	3437823	3438860	-	1038	1265
cds-BAB36871.1	BA000007.3	3439067	3439486	+	420	979
cds-BAB36872.2	BA000007.3	3439555	3440253	+	699	317
cds-BAB36873.2	BA000007.3	3440285	3442945	+	2661	604
cds-BAB36875.2	BA000007.3	3443059	3444414	+	1356	2045
cds-BAB36876.1	BA000007.3	3444511	3444783	+	273	611
cds-BAB36877.1	BA000007.3	3444780	3446078	-	1299	7030
cds-BAB36878.1	BA000007.3	3451852	3454425	-	2574	14103
cds-BAB36879.1	BA000007.3	3454555	3455286	-	732	508
cds-BAB36880.1	BA000007.3	3455283	3456263	-	981	1390
cds-BAB36881.1	BA000007.3	3456398	3457135	+	738	5106
cds-BAB36883.1	BA000007.3	3457406	3457747	+	342	3112
cds-BAB36884.1	BA000007.3	3457851	3457898	+	48	526
cds-BAB36885.1	BA000007.3	3457997	3459157	+	1161	603
cds-BAB36886.1	BA000007.3	3459200	3460321	-	1122	697
cds-BAB36887.1	BA000007.3	3460332	3461402	-	1071	561
cds-BAB36888.2	BA000007.3	3461615	3461977	+	363	86
cds-BAB36889.1	BA000007.3	3462127	3462645	+	519	434
cds-BAB36890.1	BA000007.3	3462635	3463861	+	1227	322
cds-BAB36891.1	BA000007.3	3463877	3464359	+	483	204
cds-BAB36892.1	BA000007.3	3464436	3464783	-	348	10302
cds-BAB36893.1	BA000007.3	3464825	3465592	-	768	28156
cds-BAB36894.2	BA000007.3	3465623	3466171	-	549	27369
cds-BAB36895.1	BA000007.3	3466190	3466438	-	249	9022
cds-BAB36896.1	BA000007.3	3466575	3467936	-	1362	2848
cds-BAB36897.1	BA000007.3	3468028	3468894	+	867	543
cds-BAB36898.2	BA000007.3	3468961	3470202	+	1242	1043
cds-BAB36899.1	BA000007.3	3470257	3470850	-	594	4856
cds-BAB36900.1	BA000007.3	3470973	3471851	+	879	390
cds-BAB36901.1	BA000007.3	3471937	3473598	+	1662	1187
cds-BAB36902.2	BA000007.3	3473747	3474088	+	342	3360
cds-BAB36903.2	BA000007.3	3474150	3474440	-	291	578
cds-BAB36904.2	BA000007.3	3474430	3474879	-	450	720
cds-BAB36905.1	BA000007.3	3475038	3475520	+	483	1161
cds-BAB36906.1	BA000007.3	3476366	3476614	+	249	0
cds-BAB36908.1	BA000007.3	3477116	3477706	-	591	0
cds-BAB36909.1	BA000007.3	3477889	3478539	+	651	0
cds-BAB36910.1	BA000007.3	3478618	3479676	+	1059	2
cds-ECs_3488	BA000007.3	3479806	3480213	-	408	1
cds-BAB36912.2	BA000007.3	3480389	3480658	-	270	0
cds-BAB36913.1	BA000007.3	3480876	3481202	+	327	0
cds-BAB36914.2	BA000007.3	3481202	3482089	+	888	0
cds-ECs_3492	BA000007.3	3481896	3482540	-	645	1
cds-BAB36916.1	BA000007.3	3482590	3482937	-	348	0
cds-BAB36917.1	BA000007.3	3482934	3483314	-	381	0
cds-BAB36918.1	BA000007.3	3483390	3483620	-	231	0
cds-BAB36919.1	BA000007.3	3483671	3484015	-	345	2
cds-BAB36920.1	BA000007.3	3484020	3484235	-	216	1
cds-BAB36921.1	BA000007.3	3484385	3486238	-	1854	4
cds-BAB36922.1	BA000007.3	3486479	3486808	+	330	1
cds-BAB36923.1	BA000007.3	3486899	3487642	-	744	0
cds-BAB36924.1	BA000007.3	3487895	3488518	-	624	0
cds-BAB36925.1	BA000007.3	3488515	3489180	-	666	0
cds-BAB36926.1	BA000007.3	3489177	3489788	-	612	2
cds-BAB36927.1	BA000007.3	3489763	3490329	-	567	0
cds-BAB36928.1	BA000007.3	3490659	3491414	+	756	0
cds-BAB36929.2	BA000007.3	3491450	3491752	+	303	0
cds-BAB36930.2	BA000007.3	3491828	3493090	-	1263	7
cds-BAB36931.1	BA000007.3	3493486	3493899	-	414	0
cds-BAB36932.1	BA000007.3	3493997	3494395	-	399	1
cds-BAB36933.1	BA000007.3	3494396	3496027	-	1632	28
cds-BAB36934.1	BA000007.3	3496024	3497337	-	1314	0
cds-BAB36935.1	BA000007.3	3497339	3498544	-	1206	2
cds-BAB36936.1	BA000007.3	3498867	3499073	-	207	3
cds-BAB36937.1	BA000007.3	3499173	3500024	-	852	0
cds-BAB36938.2	BA000007.3	3500451	3505037	-	4587	556
cds-BAB36940.1	BA000007.3	3505973	3507322	-	1350	28
cds-BAB36941.1	BA000007.3	3508710	3509948	+	1239	16
cds-BAB36942.1	BA000007.3	3509955	3510962	+	1008	24
cds-BAB36943.2	BA000007.3	3511299	3512276	+	978	55
cds-BAB36944.2	BA000007.3	3512296	3513564	+	1269	110
cds-BAB36945.1	BA000007.3	3513587	3515035	+	1449	212
cds-BAB36946.1	BA000007.3	3515049	3516329	+	1281	158
cds-BAB36947.1	BA000007.3	3516567	3517967	+	1401	40
cds-BAB36948.2	BA000007.3	3517988	3518650	+	663	69
cds-BAB36949.1	BA000007.3	3518651	3519100	-	450	310
cds-BAB36950.1	BA000007.3	3519184	3519342	-	159	168
cds-BAB36951.1	BA000007.3	3519525	3519824	+	300	41
cds-BAB36952.1	BA000007.3	3519834	3520352	+	519	60
cds-BAB36953.1	BA000007.3	3520405	3520809	-	405	165
cds-BAB36954.1	BA000007.3	3521477	3521926	+	450	1492
cds-BAB36955.1	BA000007.3	3521963	3522307	-	345	573
cds-BAB36956.2	BA000007.3	3522459	3522788	+	330	324
cds-BAB36957.1	BA000007.3	3522938	3524272	-	1335	1
cds-BAB36958.1	BA000007.3	3524360	3524791	+	432	1
cds-BAB36959.1	BA000007.3	3525000	3525245	+	246	11
cds-BAB36960.1	BA000007.3	3525242	3525652	+	411	14
cds-BAB36961.1	BA000007.3	3525625	3527769	+	2145	83
cds-BAB36962.1	BA000007.3	3527779	3528738	+	960	20
cds-BAB36963.1	BA000007.3	3529094	3530296	+	1203	12
cds-BAB36964.1	BA000007.3	3530289	3531353	+	1065	56
cds-BAB36965.1	BA000007.3	3531410	3532402	+	993	89
cds-BAB36966.1	BA000007.3	3532594	3533778	+	1185	114
cds-BAB36967.1	BA000007.3	3533902	3534639	+	738	204
cds-BAB36968.1	BA000007.3	3534629	3534964	+	336	64
cds-BAB36969.1	BA000007.3	3535055	3535585	+	531	965
cds-BAB36970.1	BA000007.3	3535712	3536884	+	1173	469
cds-BAB36971.1	BA000007.3	3536901	3538439	+	1539	490
cds-BAB36972.1	BA000007.3	3538503	3539018	-	516	1928
cds-BAB36973.1	BA000007.3	3539168	3540724	-	1557	4445
cds-BAB36974.1	BA000007.3	3540797	3541225	-	429	646
cds-BAB36975.1	BA000007.3	3541222	3541788	-	567	799
cds-BAB36976.1	BA000007.3	3543016	3543201	-	186	6286
cds-BAB36977.1	BA000007.3	3543436	3546066	-	2631	17856
cds-BAB36978.1	BA000007.3	3546194	3546694	-	501	230
cds-BAB36979.1	BA000007.3	3546762	3547823	-	1062	5390
cds-BAB36980.1	BA000007.3	3547903	3548400	-	498	617
cds-BAB36981.2	BA000007.3	3548545	3549735	-	1191	445
cds-ECs_3559	BA000007.3	3549880	3551400	+	1521	18
cds-BAB36983.1	BA000007.3	3551411	3551782	+	372	6
cds-BAB36984.1	BA000007.3	3551786	3552565	+	780	21
cds-BAB36985.1	BA000007.3	3552671	3553030	+	360	18
cds-BAB36986.1	BA000007.3	3553097	3553870	+	774	299
cds-BAB36987.2	BA000007.3	3553863	3554828	+	966	206
cds-BAB36988.2	BA000007.3	3554825	3556339	-	1515	314
cds-BAB36989.1	BA000007.3	3556526	3557761	+	1236	99
cds-BAB36990.1	BA000007.3	3557758	3558891	+	1134	45
cds-BAB36991.1	BA000007.3	3559019	3561271	-	2253	291
cds-BAB36992.1	BA000007.3	3561424	3561951	-	528	84
cds-BAB36993.1	BA000007.3	3562100	3563113	-	1014	347
cds-BAB36994.1	BA000007.3	3563370	3564827	+	1458	217
cds-BAB36995.1	BA000007.3	3564836	3566260	+	1425	191
cds-BAB36996.1	BA000007.3	3566384	3566854	-	471	234
cds-BAB36997.1	BA000007.3	3566847	3567257	-	411	52
cds-BAB36998.1	BA000007.3	3567254	3568021	-	768	43
cds-BAB36999.1	BA000007.3	3568021	3568563	-	543	7
cds-BAB37000.1	BA000007.3	3568573	3570282	-	1710	30
cds-BAB37001.1	BA000007.3	3570300	3571223	-	924	12
cds-BAB37002.1	BA000007.3	3571226	3573052	-	1827	20
cds-BAB37003.1	BA000007.3	3573049	3573660	-	612	4
cds-BAB37004.1	BA000007.3	3573785	3574246	-	462	6
cds-BAB37005.1	BA000007.3	3574458	3574808	+	351	87
cds-BAB37006.1	BA000007.3	3574812	3575684	+	873	136
cds-BAB37007.1	BA000007.3	3575675	3575947	+	273	54
cds-BAB37008.1	BA000007.3	3575947	3577068	+	1122	243
cds-BAB37009.2	BA000007.3	3577065	3578075	+	1011	246
cds-BAB37010.1	BA000007.3	3578149	3580227	+	2079	538
cds-BAB37011.1	BA000007.3	3580264	3580617	-	354	35
cds-BAB37012.1	BA000007.3	3580904	3583465	+	2562	1997
cds-BAB37013.1	BA000007.3	3583571	3584227	+	657	54
cds-BAB37014.1	BA000007.3	3584268	3584504	-	237	1
cds-BAB37015.1	BA000007.3	3584515	3585942	-	1428	3
cds-BAB37016.1	BA000007.3	3585942	3586535	-	594	0
cds-BAB37017.1	BA000007.3	3586682	3587089	+	408	3
cds-BAB37018.1	BA000007.3	3587209	3588201	-	993	3804
cds-BAB37019.1	BA000007.3	3588264	3589403	-	1140	7594
cds-BAB37020.1	BA000007.3	3589543	3590169	-	627	1101
cds-BAB37021.1	BA000007.3	3590163	3590924	-	762	1826
cds-BAB37022.1	BA000007.3	3590905	3591954	-	1050	2400
cds-BAB37023.1	BA000007.3	3591951	3592430	-	480	997
cds-BAB37024.1	BA000007.3	3592430	3593140	-	711	1199
cds-BAB37025.1	BA000007.3	3593159	3593470	-	312	1365
cds-BAB37026.1	BA000007.3	3593664	3593987	-	324	1253
cds-BAB37027.1	BA000007.3	3594037	3594642	-	606	3174
cds-BAB37028.1	BA000007.3	3594642	3596069	-	1428	11276
cds-BAB37029.1	BA000007.3	3596071	3596979	-	909	8607
cds-BAB37030.1	BA000007.3	3597231	3598268	+	1038	3017
cds-BAB37031.1	BA000007.3	3598658	3598951	-	294	1
cds-BAB37032.1	BA000007.3	3598948	3599871	-	924	1
cds-BAB37033.1	BA000007.3	3599868	3600518	-	651	0
cds-BAB37034.1	BA000007.3	3600500	3601246	-	747	3
cds-BAB37035.1	BA000007.3	3601257	3602312	-	1056	0
cds-BAB37036.1	BA000007.3	3602324	3602860	-	537	2
cds-BAB37037.1	BA000007.3	3602857	3604419	-	1563	2
cds-BAB37038.2	BA000007.3	3604517	3607216	-	2700	26
cds-BAB37039.1	BA000007.3	3607408	3607560	-	153	1
cds-BAB37040.1	BA000007.3	3607824	3608558	-	735	6529
cds-BAB37041.1	BA000007.3	3608632	3610344	-	1713	13775
cds-BAB37042.1	BA000007.3	3610344	3612143	-	1800	16066
cds-BAB37043.1	BA000007.3	3612459	3612824	+	366	298
cds-BAB37044.2	BA000007.3	3612902	3614173	+	1272	118
cds-BAB37045.2	BA000007.3	3614164	3614424	+	261	8
cds-BAB37046.1	BA000007.3	3614441	3615016	+	576	33
cds-ECs_3624	BA000007.3	3615164	3616024	-	861	40
cds-BAB37049.2	BA000007.3	3616021	3616800	-	780	25
cds-ECs_3627	BA000007.3	3616778	3618186	-	1409	27
cds-BAB37052.1	BA000007.3	3618208	3619662	-	1455	61
cds-BAB37053.2	BA000007.3	3619732	3620517	-	786	7
cds-BAB37054.1	BA000007.3	3620836	3622113	+	1278	40
cds-BAB37055.1	BA000007.3	3622140	3623618	+	1479	70
cds-BAB37056.1	BA000007.3	3624682	3625353	-	672	1095
cds-ECs_3634	BA000007.3	3625634	3626128	+	495	16
cds-BAB37058.1	BA000007.3	3626142	3626816	+	675	4
cds-BAB37060.1	BA000007.3	3627050	3628198	+	1149	6
cds-BAB37061.2	BA000007.3	3628195	3629109	+	915	3
cds-BAB37062.1	BA000007.3	3629169	3630467	-	1299	19650
cds-BAB37063.1	BA000007.3	3630555	3632192	-	1638	8964
cds-BAB37064.1	BA000007.3	3632420	3633211	-	792	859
cds-BAB37065.1	BA000007.3	3633282	3633617	-	336	323
cds-BAB37066.1	BA000007.3	3633617	3633865	-	249	298
cds-BAB37067.1	BA000007.3	3633943	3636177	-	2235	3084
cds-BAB37068.2	BA000007.3	3636225	3637526	-	1302	1107
cds-BAB37069.1	BA000007.3	3637583	3640339	+	2757	885
cds-BAB37070.1	BA000007.3	3640572	3641912	-	1341	154
cds-ECs_3648	BA000007.3	3641933	3643273	-	1341	63
cds-BAB37072.1	BA000007.3	3643275	3644627	-	1353	44
cds-BAB37073.1	BA000007.3	3645062	3645511	-	450	262
cds-BAB37074.1	BA000007.3	3645529	3646311	-	783	335
cds-BAB37075.1	BA000007.3	3646311	3646640	-	330	144
cds-BAB37076.1	BA000007.3	3647262	3647807	-	546	397
cds-BAB37077.1	BA000007.3	3647875	3648723	+	849	957
cds-BAB37078.1	BA000007.3	3648835	3650199	+	1365	1200
cds-BAB37079.1	BA000007.3	3650756	3652045	+	1290	1847
cds-BAB37080.1	BA000007.3	3652103	3653470	+	1368	1276
cds-BAB37081.1	BA000007.3	3653492	3654337	+	846	162
cds-BAB37082.2	BA000007.3	3654392	3655540	-	1149	113
cds-BAB37083.1	BA000007.3	3655568	3656215	-	648	23
cds-BAB37084.1	BA000007.3	3656762	3658078	+	1317	68
cds-BAB37085.1	BA000007.3	3658111	3659886	+	1776	131
cds-BAB37086.2	BA000007.3	3659995	3661413	+	1419	72
cds-BAB37087.1	BA000007.3	3661415	3661837	+	423	88
cds-BAB37088.1	BA000007.3	3661895	3662626	+	732	131
cds-BAB37089.1	BA000007.3	3662670	3663770	-	1101	823
cds-BAB37090.1	BA000007.3	3663763	3664158	-	396	288
cds-BAB37091.1	BA000007.3	3664177	3665094	-	918	817
cds-BAB37092.2	BA000007.3	3665445	3665672	-	228	1013
cds-BAB37093.1	BA000007.3	3665864	3667069	+	1206	940
cds-BAB37094.1	BA000007.3	3667069	3667512	+	444	681
cds-BAB37095.1	BA000007.3	3667563	3668369	-	807	691
cds-BAB37096.1	BA000007.3	3668608	3669705	-	1098	819
cds-BAB37097.2	BA000007.3	3670284	3671537	-	1254	1024
cds-BAB37098.1	BA000007.3	3671769	3673100	+	1332	157
cds-BAB37099.1	BA000007.3	3673162	3674988	-	1827	633
cds-BAB37100.1	BA000007.3	3674988	3678530	-	3543	2304
cds-BAB37101.1	BA000007.3	3678523	3681411	-	2889	1142
cds-BAB37102.1	BA000007.3	3681587	3684955	-	3369	1428
cds-BAB37103.1	BA000007.3	3684968	3685291	-	324	23
cds-BAB37104.2	BA000007.3	3685276	3685683	-	408	31
cds-BAB37105.1	BA000007.3	3685680	3686243	-	564	24
cds-BAB37106.1	BA000007.3	3686234	3686704	-	471	18
cds-BAB37107.1	BA000007.3	3686888	3687682	-	795	841
cds-BAB37108.1	BA000007.3	3687689	3688564	-	876	1006
cds-BAB37109.1	BA000007.3	3688715	3690961	-	2247	2327
cds-BAB37110.1	BA000007.3	3690974	3691504	-	531	1606
cds-BBE29455.1	BA000007.3	3691857	3692003	-	147	17
cds-BAB37111.1	BA000007.3	3692189	3692878	+	690	79
cds-BAB37112.1	BA000007.3	3692947	3693660	+	714	1134
cds-BAB37113.1	BA000007.3	3693798	3694016	+	219	3533
cds-BAB37114.1	BA000007.3	3694124	3695164	+	1041	672
cds-BAB37115.1	BA000007.3	3695196	3696389	-	1194	269
cds-BAB37116.1	BA000007.3	3696382	3698541	-	2160	624
cds-BAB37117.1	BA000007.3	3699127	3700158	+	1032	283
cds-BAB37118.1	BA000007.3	3700165	3701427	-	1263	603
cds-BAB37119.1	BA000007.3	3701549	3702484	+	936	109
cds-BAB37120.1	BA000007.3	3702471	3703163	-	693	193
cds-BAB37121.1	BA000007.3	3703292	3704710	-	1419	488
cds-BAB37122.1	BA000007.3	3705025	3705786	-	762	85
cds-BAB37123.1	BA000007.3	3705816	3706652	-	837	78
cds-BAB37124.2	BA000007.3	3706939	3708120	-	1182	220
cds-BAB37125.1	BA000007.3	3708375	3709604	+	1230	593
cds-BAB37126.2	BA000007.3	3710064	3710696	+	633	394
cds-BAB37127.1	BA000007.3	3711030	3711839	+	810	92
cds-BAB37128.1	BA000007.3	3711836	3712315	+	480	48
cds-BAB37129.2	BA000007.3	3712464	3712889	-	426	35
cds-BAB37130.1	BA000007.3	3713319	3713810	+	492	5
cds-BAB37131.1	BA000007.3	3714036	3714527	+	492	9
cds-BAB37132.1	BA000007.3	3714861	3716237	+	1377	79
cds-BAB37133.1	BA000007.3	3716404	3716622	+	219	36
cds-ECs_3711	BA000007.3	3716809	3717210	+	402	6
cds-BAB37135.1	BA000007.3	3717229	3717861	-	633	49
cds-BAB37136.1	BA000007.3	3718084	3718515	-	432	11
cds-BAB37137.1	BA000007.3	3718532	3718792	-	261	14
cds-BAB37138.1	BA000007.3	3718734	3719315	-	582	27
cds-BAB37139.1	BA000007.3	3719331	3720065	-	735	0
cds-BAB37140.1	BA000007.3	3720062	3720394	-	333	0
cds-BAB37141.1	BA000007.3	3720414	3720653	-	240	0
cds-BAB37142.1	BA000007.3	3720667	3721401	-	735	4
cds-BAB37143.1	BA000007.3	3722105	3722605	+	501	0
cds-BAB37144.1	BA000007.3	3722962	3724083	-	1122	1
cds-BAB37145.1	BA000007.3	3724092	3724328	-	237	13
cds-BAB37146.2	BA000007.3	3724407	3724859	-	453	0
cds-BAB37147.1	BA000007.3	3724861	3725121	-	261	0
cds-BAB37148.1	BA000007.3	3725132	3725797	-	666	1
cds-BAB37149.1	BA000007.3	3725787	3726773	-	987	6
cds-BAB37150.2	BA000007.3	3726733	3727302	-	570	1
cds-BAB37151.1	BA000007.3	3727375	3727608	-	234	1
cds-BAB37152.2	BA000007.3	3727586	3728044	-	459	0
cds-BAB37153.2	BA000007.3	3728034	3729326	-	1293	3
cds-BAB37154.1	BA000007.3	3729358	3731418	-	2061	0
cds-BAB37155.1	BA000007.3	3731411	3732556	-	1146	3
cds-BAB37156.1	BA000007.3	3732561	3734264	-	1704	4
cds-BAB37157.1	BA000007.3	3734261	3735010	-	750	1
cds-BAB37158.1	BA000007.3	3735356	3735535	-	180	0
cds-BAB37159.1	BA000007.3	3735602	3736660	-	1059	85
cds-BAB37160.2	BA000007.3	3736644	3737207	-	564	125
cds-BAB37161.2	BA000007.3	3737593	3738348	-	756	837
cds-BAB37162.2	BA000007.3	3738764	3741061	+	2298	122
cds-BAB37163.1	BA000007.3	3741072	3741950	+	879	21
cds-BAB37164.1	BA000007.3	3741947	3742426	+	480	14
cds-BAB37165.1	BA000007.3	3742466	3744244	-	1779	183
cds-BAB37166.2	BA000007.3	3744723	3745910	+	1188	25
cds-BAB37167.1	BA000007.3	3745968	3747164	+	1197	57
cds-BAB37168.1	BA000007.3	3747222	3748433	+	1212	34
cds-BAB37169.2	BA000007.3	3748486	3749871	+	1386	53
cds-BAB37170.1	BA000007.3	3749919	3750851	+	933	49
cds-BAB37171.1	BA000007.3	3750892	3752517	-	1626	126
cds-BAB37172.2	BA000007.3	3752565	3753335	-	771	28
cds-BAB37173.1	BA000007.3	3753438	3754016	+	579	33
cds-BAB37174.1	BA000007.3	3754338	3757436	+	3099	86
cds-BAB37175.1	BA000007.3	3757439	3758767	+	1329	101
cds-BAB37176.1	BA000007.3	3758817	3759596	+	780	20
cds-BAB37177.1	BA000007.3	3759593	3762463	+	2871	166
cds-BAB37178.2	BA000007.3	3762628	3764028	+	1401	56
cds-BAB37179.2	BA000007.3	3764046	3765362	+	1317	118
cds-BAB37180.1	BA000007.3	3765398	3766765	+	1368	60
cds-ECs_3758	BA000007.3	3766801	3767070	-	270	15
cds-BAB37182.2	BA000007.3	3767289	3769208	-	1920	40
cds-BAB37183.2	BA000007.3	3769644	3771092	+	1449	22
cds-BBE29456.1	BA000007.3	3771094	3771219	+	126	13
cds-BAB37184.1	BA000007.3	3771342	3771890	+	549	215
cds-BAB37185.1	BA000007.3	3771933	3773450	-	1518	7493
cds-BAB37186.1	BA000007.3;BA000007.3	3773460;3774484	3774482;3774558	-;-	1098	6712
cds-BAB37187.1	BA000007.3	3774649	3776382	-	1734	1676
cds-BAB37188.1	BA000007.3	3776388	3777098	-	711	1218
cds-BAB37189.1	BA000007.3	3777123	3778019	-	897	1055
cds-BAB37190.1	BA000007.3	3778131	3778652	+	522	1318
cds-BAB37191.1	BA000007.3	3778692	3779099	-	408	608
cds-BAB37192.1	BA000007.3	3779080	3779346	-	267	685
cds-BAB37193.1	BA000007.3	3779589	3780569	+	981	1548
cds-BAB37194.1	BA000007.3	3780646	3781305	-	660	915
cds-BAB37195.1	BA000007.3	3781469	3781780	-	312	1081
cds-BAB37196.2	BA000007.3	3781825	3783258	+	1434	1191
cds-BAB37197.1	BA000007.3	3783424	3786297	-	2874	1201
cds-BAB37198.1	BA000007.3	3786415	3786804	-	390	340
cds-BAB37199.1	BA000007.3	3786828	3787922	-	1095	837
cds-BAB37200.1	BA000007.3	3788370	3789572	-	1203	1293
cds-BAB37201.1	BA000007.3	3789596	3790774	-	1179	2101
cds-BAB37202.1	BA000007.3	3790771	3792096	-	1326	3749
cds-BAB37203.2	BA000007.3	3792122	3792700	-	579	2617
cds-BAB37204.1	BA000007.3	3792868	3793197	+	330	3895
cds-BAB37205.2	BA000007.3	3793443	3794045	+	603	1546
cds-BAB37207.1	BA000007.3	3794827	3796059	-	1233	1017
cds-BAB37208.1	BA000007.3	3796314	3796973	-	660	1985
cds-BAB37209.1	BA000007.3	3797356	3798249	+	894	257
cds-BAB37210.1	BA000007.3	3798453	3800597	+	2145	188
cds-BAB37211.1	BA000007.3	3800590	3801585	+	996	25
cds-BAB37212.2	BA000007.3	3801596	3802381	+	786	38
cds-BAB37213.1	BA000007.3	3802405	3803883	+	1479	138
cds-ECs_3791	BA000007.3	3803880	3804776	-	897	228
cds-BAB37216.1	BA000007.3	3804943	3805683	-	741	1237
cds-BAB37217.1	BA000007.3	3805776	3806411	-	636	345
cds-BAB37218.1	BA000007.3	3806550	3807410	-	861	1250
cds-BAB37219.1	BA000007.3	3807768	3808847	-	1080	7573
cds-BAB37220.1	BA000007.3	3809062	3810225	-	1164	7073
cds-BAB37221.1	BA000007.3	3810275	3811294	-	1020	3199
cds-BAB37222.1	BA000007.3	3811666	3812097	+	432	1
cds-BAB37223.1	BA000007.3	3812120	3812698	+	579	1
cds-BAB37224.1	BA000007.3	3812699	3813406	+	708	0
cds-BAB37225.1	BA000007.3	3813394	3814071	+	678	1
cds-BAB37226.1	BA000007.3	3814065	3814742	+	678	6
cds-BAB37227.1	BA000007.3	3814714	3815427	-	714	253
cds-BAB37228.1	BA000007.3	3815424	3815933	-	510	521
cds-BAB37229.1	BA000007.3	3815955	3816920	-	966	14
cds-BAB37230.1	BA000007.3	3816917	3818194	-	1278	9
cds-BAB37231.1	BA000007.3	3818209	3819597	-	1389	25
cds-BAB37232.1	BA000007.3	3819625	3820068	-	444	4
