# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/shizo_gff.gff" "-o" "counts/shi_glyc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/shi_glyc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/shi_glyc_1Aligned.sortedByCoord.out.bam
cds-CAC22611.1	CU329671.1;CU329671.1	886616;886730	886664;887067	+;+	387	45
cds-CAC22612.2	CU329671.1;CU329671.1	887999;888513	888142;888542	-;-	174	278
cds-CAK9839652.1	CU329671.1	890116	890343	-	228	9
cds-CAC22613.1	CU329671.1	892679	894052	+	1374	264
cds-CAC22614.2	CU329671.1;CU329671.1	894565;896422	896363;897133	-;-	2511	607
cds-CAB40162.1	CU329671.1	898075	900981	+	2907	152
cds-CAB40163.1	CU329671.1	901942	902685	+	744	285
cds-CAB40164.1	CU329671.1	903156	903572	-	417	168
cds-CAB40165.1	CU329671.1	904365	911525	+	7161	1107
cds-CAB40166.1	CU329671.1;CU329671.1	911603;913646	913570;914593	-;-	2916	311
cds-CAB40167.2	CU329671.1	915271	922284	-	7014	1313
cds-CAA22806.1	CU329671.1	922725	926579	+	3855	460
cds-CAA22807.1	CU329671.1;CU329671.1;CU329671.1	926850;927143;928016	927096;927968;928358	+;+;+	1416	152
cds-CAA22808.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	928989;930488;930645;930780	930444;930605;930738;930812	+;+;+;+	1701	229
cds-CAA22809.1	CU329671.1	931060	932442	-	1383	1397
cds-CAH58744.1	CU329671.1	932781	934082	-	1302	127
cds-CAA22811.1	CU329671.1	934716	935603	-	888	175
cds-CAA22812.1	CU329671.1	936541	938091	-	1551	525
cds-CAA22813.1	CU329671.1;CU329671.1	938700;940228	940171;940261	-;-	1506	954
cds-CAA22814.1	CU329671.1	940825	942318	-	1494	1041
cds-CAA22816.1	CU329671.1	945102	947402	-	2301	160
cds-CAA22815.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	942942;943044;943156;943361	942998;943117;943219;944773	+;+;+;+	1608	900
cds-CAA22817.1	CU329671.1	950881	952107	+	1227	662
cds-CAA22818.1	CU329671.1;CU329671.1;CU329671.1	952816;953792;953920	953751;953866;954276	-;-;-	1368	83
cds-CAA22819.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	955201;955257;955435;956037;956344	955214;955369;955992;956301;956488	-;-;-;-;-	1095	96
cds-CAA22820.1	CU329671.1	957658	958392	+	735	160
cds-CAA22821.2	CU329671.1;CU329671.1;CU329671.1	958669;959614;960264	959574;960216;960389	-;-;-	1635	73
cds-CBA11508.1	CU329671.1	962261	962515	-	255	84
cds-CCD31357.1	CU329671.1	963955	964275	-	321	9
cds-CAB87364.1	CU329671.1	966711	967334	+	624	57
cds-CAB87365.1	CU329671.1;CU329671.1	967746;968667	968604;968767	-;-	960	57
cds-CAB87366.1	CU329671.1;CU329671.1;CU329671.1	969008;969451;969964	969265;969871;970034	-;-;-	750	66
cds-CAB87367.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	970957;971985;972201;972323	971919;972133;972270;972448	-;-;-;-	1308	333
cds-CAB87368.3	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	973049;974223;974617;975044;975172	974181;974577;975002;975137;976632	-;-;-;-;-	3429	437
cds-CAB87369.1	CU329671.1	977109	979118	+	2010	1298
cds-CAB87370.2	CU329671.1;CU329671.1;CU329671.1	979529;980208;980359	980152;980309;980580	-;-;-	948	94
cds-CAB87371.1	CU329671.1;CU329671.1;CU329671.1	981240;981296;981571	981249;981511;981893	+;+;+	549	34
cds-CAB87372.1	CU329671.1	982068	986324	+	4257	297
cds-CAB87373.1	CU329671.1	986644	987837	-	1194	54
cds-CAB87374.1	CU329671.1	989558	990175	+	618	166
cds-CAB87375.1	CU329671.1	990417	991367	-	951	224
cds-CAB87376.2	CU329671.1	992872	996069	+	3198	725
cds-CAK9839692.1	CU329671.1;CU329671.1;CU329671.1	996797;996917;997066	996870;997019;1000080	+;+;+	3192	360
cds-CAB46755.1	CU329671.1	1001011	1001802	+	792	90
cds-CAB46756.1	CU329671.1	1002489	1006463	-	3975	619
cds-CAB46757.1	CU329671.1	1008018	1008596	+	579	53
cds-CAB46758.1	CU329671.1;CU329671.1	1008799;1009957	1009894;1009991	-;-	1131	258
cds-CAB46759.1	CU329671.1	1010601	1012712	-	2112	159
cds-CAB46760.1	CU329671.1	1013555	1015108	+	1554	278
cds-CAB46761.1	CU329671.1;CU329671.1	1015332;1015469	1015416;1015767	-;-	384	173
cds-CAB46762.1	CU329671.1	1016000	1019002	-	3003	452
cds-CAB46763.2	CU329671.1	1019753	1020322	+	570	39
cds-CAB46764.2	CU329671.1	1020296	1021333	-	1038	60
cds-CAB46765.2	CU329671.1	1022416	1023855	+	1440	335
cds-CAB46766.1	CU329671.1;CU329671.1	1024233;1027928	1027883;1027930	-;-	3654	1781
cds-CAB46767.1	CU329671.1	1029116	1031938	-	2823	1357
cds-CAO77661.2	CU329671.1;CU329671.1	1032857;1033610	1033607;1033776	-;-	918	292
cds-CAA21273.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1035538;1035734;1035903;1036145	1035685;1035834;1036097;1036864	+;+;+;+	1164	61
cds-CAA21274.1	CU329671.1;CU329671.1	1037077;1037850	1037782;1038385	+;+	1242	84
cds-CAA21275.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1038547;1040189;1040363;1040456	1039902;1040310;1040402;1040578	-;-;-;-	1641	854
cds-CAA21276.1	CU329671.1;CU329671.1	1041117;1041959	1041899;1041973	-;-	798	141
cds-CAA21277.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1042295;1042434;1042723;1042901;1043048	1042393;1042681;1042851;1043006;1043959	-;-;-;-;-	1494	879
cds-CAA21278.1	CU329671.1	1044418	1045566	-	1149	1566
cds-CAA21279.1	CU329671.1;CU329671.1;CU329671.1	1047535;1047788;1047943	1047676;1047878;1048120	+;+;+	411	245
cds-CAA21280.1	CU329671.1	1048564	1049430	-	867	281
cds-CAA21281.1	CU329671.1	1050315	1051292	+	978	71
cds-CAA21282.3	CU329671.1;CU329671.1;CU329671.1	1052080;1052339;1052414	1052122;1052368;1053471	+;+;+	1131	208
cds-CAA21283.1	CU329671.1	1053778	1054704	-	927	138
cds-CAA21284.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1055662;1055752;1055903;1056055	1055713;1055857;1055980;1056226	+;+;+;+	408	173
cds-CAA21285.1	CU329671.1	1056625	1057275	-	651	118
cds-CAK9839720.1	CU329671.1;CU329671.1	1058422;1059007	1058951;1059067	+;+	591	179
cds-CAA21287.1	CU329671.1	1059522	1061570	-	2049	359
cds-CAA21288.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1061970;1062710;1062874;1062996;1063219;1063324	1062635;1062817;1062941;1063162;1063274;1063377	-;-;-;-;-;-	1119	84
cds-CAA21289.2	CU329671.1	1064200	1066401	+	2202	370
cds-CAA21290.2	CU329671.1	1067092	1068384	+	1293	743
cds-CAA21299.1	CU329671.1;CU329671.1	1069110;1069892	1069688;1069942	-;-	630	74
cds-CAA21300.1	CU329671.1	1070258	1071421	+	1164	88
cds-CAA21301.1	CU329671.1	1071571	1073427	-	1857	114
cds-CAA21302.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1074399;1074571;1074820;1075098	1074526;1074646;1075039;1075795	+;+;+;+	1122	167
cds-CAA21303.1	CU329671.1	1076347	1077297	+	951	114
cds-CAA21304.1	CU329671.1;CU329671.1	1077439;1078448	1077966;1078918	-;-	999	146
cds-CAA21305.1	CU329671.1	1081719	1082942	+	1224	129
cds-CAA21306.2	CU329671.1;CU329671.1;CU329671.1	1083585;1084127;1085160	1084081;1085111;1085318	-;-;-	1641	229
cds-CAA21307.1	CU329671.1;CU329671.1	1085936;1086095	1086015;1086920	+;+	906	858
cds-CAA21308.1	CU329671.1;CU329671.1;CU329671.1	1088271;1088430;1088690	1088378;1088574;1088778	-;-;-	342	133
cds-CAA21309.1	CU329671.1;CU329671.1;CU329671.1	1089188;1089239;1089382	1089190;1089321;1090924	+;+;+	1629	144
cds-CAA21310.1	CU329671.1;CU329671.1	1091098;1094608	1094516;1094653	-;-	3465	627
cds-CAA21311.1	CU329671.1;CU329671.1	1095358;1097405	1097357;1098185	+;+	2781	95
cds-CAA21312.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1098300;1101212;1101345;1101437	1101080;1101285;1101396;1101472	-;-;-;-	2943	1040
cds-CAA21242.2	CU329671.1;CU329671.1;CU329671.1	1102314;1102420;1103114	1102374;1103075;1103683	+;+;+	1287	379
cds-CAA21243.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1103770;1104141;1104260;1104359;1104461;1104578	1104063;1104208;1104306;1104376;1104525;1104607	-;-;-;-;-;-	522	134
cds-CAA21244.1	CU329671.1	1106456	1108297	+	1842	3007
cds-CAA21245.1	CU329671.1;CU329671.1;CU329671.1	1108728;1109135;1109826	1108896;1109784;1110446	+;+;+	1440	161
cds-CAA21246.1	CU329671.1;CU329671.1;CU329671.1	1110890;1110978;1111465	1110930;1111416;1112001	+;+;+	1017	117
cds-CAD99064.1	CU329671.1;CU329671.1;CU329671.1	1112735;1112829;1113045	1112787;1112987;1113159	+;+;+	327	26
cds-CAA21247.1	CU329671.1	1113339	1117664	+	4326	689
cds-CAA21248.1	CU329671.1	1118561	1119295	+	735	75
cds-CAA21249.1	CU329671.1;CU329671.1	1119852;1120106	1119982;1120181	-;-	207	16
cds-CAA21250.1	CU329671.1;CU329671.1;CU329671.1	1120945;1121786;1121898	1121738;1121857;1121949	-;-;-	918	374
cds-CAA21251.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1122828;1123385;1123601;1124183	1123246;1123532;1124133;1124285	+;+;+;+	1203	304
cds-CAA21252.1	CU329671.1	1124444	1126087	-	1644	256
cds-CAA21253.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1126628;1127030;1127253;1127458;1127542	1126954;1127206;1127412;1127496;1127840	+;+;+;+;+	1002	235
cds-CAA21254.1	CU329671.1;CU329671.1	1127969;1130053	1129989;1130425	-;-	2394	300
cds-CAA21255.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1130896;1131152;1131516;1131979	1131078;1131460;1131823;1132072	-;-;-;-	894	83
cds-CAK9839754.1	CU329671.1;CU329671.1;CU329671.1	1132227;1132300;1132741	1132253;1132431;1134042	+;+;+	1461	290
cds-CAA21257.1	CU329671.1;CU329671.1;CU329671.1	1134499;1135066;1135263	1134975;1135205;1135377	+;+;+	732	310
cds-CAA21258.2	CU329671.1	1136807	1137589	-	783	338
cds-CAB52606.1	CU329671.1	1138748	1139527	-	780	76
cds-CAB52605.1	CU329671.1;CU329671.1;CU329671.1	1138056;1138117;1138368	1138064;1138202;1138530	+;+;+	258	157
cds-CAB52607.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1140148;1140250;1140372;1140785	1140196;1140297;1140739;1140805	+;+;+;+	486	253
cds-CAB52608.1	CU329671.1;CU329671.1	1142220;1142496	1142344;1143273	+;+	903	104
cds-CAB52609.1	CU329671.1	1143967	1145784	-	1818	362
cds-CAB52610.2	CU329671.1;CU329671.1	1152079;1152216	1152173;1153740	+;+	1620	129
cds-CAB52611.1	CU329671.1	1154612	1155601	-	990	39
cds-CAB52612.1	CU329671.1	1157118	1158017	+	900	276
cds-CAB52613.1	CU329671.1	1158594	1160255	+	1662	127
cds-CAL44730.1	CU329671.1;CU329671.1;CU329671.1	1161896;1162820;1162974	1162665;1162918;1163082	-;-;-	978	177
cds-CCD31358.1	CU329671.1;CU329671.1	1164318;1164842	1164492;1164885	+;+	219	144
cds-CAB52615.1	CU329671.1;CU329671.1	1165481;1165810	1165522;1166247	+;+	480	150
cds-CAB52616.1	CU329671.1	1166932	1167204	-	273	122
cds-CAB52617.1	CU329671.1;CU329671.1	1167534;1168062	1167800;1168334	+;+	540	147
cds-CAB52618.1	CU329671.1	1168687	1169049	-	363	25
cds-CAB52619.1	CU329671.1	1169554	1170222	-	669	83
cds-CAB52621.1	CU329671.1	1172732	1174084	-	1353	178
cds-CAB52620.1	CU329671.1;CU329671.1	1171602;1171857	1171796;1172501	+;+	840	241
cds-CAB52622.1	CU329671.1;CU329671.1	1174829;1175755	1175365;1175865	-;-	648	215
cds-CAB52623.1	CU329671.1	1176861	1177439	+	579	84
cds-CAB52624.2	CU329671.1	1178080	1180392	-	2313	253
cds-CAB62092.1	CU329671.1;CU329671.1;CU329671.1	1181044;1182143;1182845	1182089;1182791;1184104	+;+;+	2955	254
cds-CAB58400.1	CU329671.1;CU329671.1	1184427;1185267	1185115;1185324	+;+	747	49
cds-CAB58401.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1185617;1186738;1187087;1187220	1186640;1186846;1187162;1187324	-;-;-;-	1314	292
cds-CAB58402.1	CU329671.1	1188137	1190812	-	2676	32
cds-CAB58403.1	CU329671.1;CU329671.1	1191397;1193876	1193656;1194108	-;-	2493	192
cds-CAB58404.1	CU329671.1	1194354	1195343	+	990	202
cds-CAB58405.1	CU329671.1	1196014	1197402	+	1389	603
cds-CAB58406.1	CU329671.1;CU329671.1	1197898;1199377	1199241;1199379	-;-	1347	195
cds-CAA22173.1	CU329671.1	1200661	1201974	+	1314	553
cds-CAA22174.1	CU329671.1	1203757	1204644	+	888	139
cds-CAA22175.1	CU329671.1	1207040	1207813	+	774	135
cds-CAA22176.2	CU329671.1;CU329671.1	1208965;1210678	1210626;1210722	+;+	1707	144
cds-CAA22177.1	CU329671.1	1210895	1212352	-	1458	360
cds-CAA22178.1	CU329671.1	1212823	1215921	-	3099	75
cds-CAA22179.1	CU329671.1	1217019	1218815	+	1797	310
cds-CAA22180.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1219509;1219625;1219787;1219889	1219572;1219732;1219817;1221515	+;+;+;+	1830	286
cds-CAA22181.1	CU329671.1;CU329671.1	1222360;1223149	1223106;1223196	-;-	795	655
cds-CAA22182.2	CU329671.1;CU329671.1	1224974;1225969	1225441;1225995	+;+	495	493
cds-CAA22183.1	CU329671.1	1225910	1226914	-	1005	232
cds-CAA22184.2	CU329671.1;CU329671.1;CU329671.1	1227762;1227926;1228166	1227876;1228094;1228307	+;+;+	426	9
cds-CAA22185.1	CU329671.1	1228476	1229027	-	552	110
cds-CAA22186.1	CU329671.1	1229291	1230793	+	1503	239
cds-CAA22187.1	CU329671.1	1231079	1231726	+	648	147
cds-CAA22188.1	CU329671.1;CU329671.1	1233335;1233688	1233560;1235375	+;+	1914	158
cds-CAA22189.1	CU329671.1;CU329671.1	1235651;1236011	1235896;1236367	-;-	603	36
cds-CAA22190.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1236884;1238821;1239005;1239156	1238600;1238915;1239100;1239176	-;-;-;-	1929	465
cds-CAB37598.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1240185;1240384;1240530;1241025;1241098	1240331;1240479;1240964;1241040;1241234	+;+;+;+;+	831	195
cds-CAB37599.1	CU329671.1	1241824	1242945	-	1122	388
cds-CAB37600.1	CU329671.1	1244847	1245560	+	714	4
cds-CAB37601.1	CU329671.1;CU329671.1	1246102;1246280	1246221;1246918	-;-	759	121
cds-CAB37602.3	CU329671.1	1247484	1248188	+	705	17
cds-CAB37603.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1248596;1248692;1248991;1249135	1248606;1248921;1249073;1249617	+;+;+;+	807	54
cds-CAB37604.1	CU329671.1;CU329671.1	1250083;1254327	1254276;1254350	-;-	4218	702
cds-CAB37605.1	CU329671.1;CU329671.1;CU329671.1	1255607;1257074;1257298	1257026;1257247;1257386	-;-;-	1683	497
cds-CAB37606.1	CU329671.1	1257903	1259069	+	1167	44
cds-CAB37607.1	CU329671.1;CU329671.1;CU329671.1	1259271;1260136;1260600	1260087;1260555;1260640	-;-;-	1278	299
cds-CAB37608.1	CU329671.1	1261019	1261840	-	822	38
cds-CAB37626.1	CU329671.1	1262678	1263604	-	927	444
cds-SPOM_SPBC31A8.02	CU329671.1	1268093	1268452	+	360	0
cds-CAB09122.1	CU329671.1	1269748	1270920	+	1173	419
cds-CAB09123.1	CU329671.1	1271978	1274014	-	2037	192
cds-CAB09129.2	CU329671.1;CU329671.1;CU329671.1	1274250;1274303;1274648	1274252;1274543;1274670	+;+;+	267	220
cds-CAK9839820.1	CU329671.1;CU329671.1	1274979;1276948	1276897;1277059	-;-	2031	124
cds-CAB09125.1	CU329671.1;CU329671.1;CU329671.1	1278358;1278471;1279032	1278433;1278709;1279373	+;+;+	657	232
cds-CAB09126.1	CU329671.1;CU329671.1	1279902;1281243	1280820;1281349	-;-	1026	205
cds-CAB09127.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1282754;1282911;1283046;1283367;1283526	1282850;1282990;1283323;1283482;1284325	+;+;+;+;+	1371	120
cds-CAB09117.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1284489;1284740;1284904;1285021	1284662;1284855;1284972;1285084	-;-;-;-	423	273
cds-CAB09118.1	CU329671.1;CU329671.1;CU329671.1	1286143;1286448;1286605	1286315;1286566;1286945	+;+;+	633	35
cds-CAB09119.1	CU329671.1;CU329671.1	1287406;1288236	1288198;1289014	+;+	1572	222
cds-CAB09120.1	CU329671.1	1289151	1289960	-	810	148
cds-CAB09121.1	CU329671.1	1290564	1293332	+	2769	378
cds-CAB09115.1	CU329671.1	1293702	1295882	-	2181	825
cds-CCD31359.1	CU329671.1	1297078	1297233	-	156	0
cds-CAI94400.1	CU329671.1;CU329671.1	1296915;1297022	1296963;1297260	+;+	288	31
cds-CAB09116.2	CU329671.1	1299491	1300615	-	1125	125
cds-CAA20315.1	CU329671.1	1301941	1304028	-	2088	221
cds-CAA20316.1	CU329671.1	1304821	1305996	-	1176	87
cds-CAA20317.1	CU329671.1	1309127	1311724	-	2598	148
cds-CAA20318.1	CU329671.1;CU329671.1	1313231;1313338	1313288;1316183	+;+	2904	287
cds-CAA20319.1	CU329671.1	1316376	1318376	-	2001	231
cds-CAA20320.1	CU329671.1;CU329671.1	1319538;1319683	1319620;1320493	-;-	894	59
cds-CAK9839839.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1320740;1320897;1321066;1321534	1320819;1321004;1321471;1321833	+;+;+;+	894	144
cds-CAA20322.3	CU329671.1;CU329671.1;CU329671.1	1321952;1322087;1322459	1322042;1322295;1323100	-;-;-	942	76
cds-CAB63198.2	CU329671.1	1323731	1324069	+	339	66
cds-CAA16898.1	CU329671.1	1324475	1325464	-	990	167
cds-CAA16899.1	CU329671.1	1326139	1328592	-	2454	146
cds-CAA16900.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1328794;1328891;1329082;1329458;1329597;1329765;1330039;1330515	1328838;1328999;1329415;1329555;1329717;1329984;1330467;1330607	+;+;+;+;+;+;+;+	1449	131
cds-CAA16901.1	CU329671.1	1331066	1333822	+	2757	156
cds-CAA16902.1	CU329671.1;CU329671.1;CU329671.1	1334112;1334607;1334999	1334495;1334931;1335162	+;+;+	873	297
cds-CAA16903.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1335724;1336015;1336132;1336230;1339723;1340983;1341187;1341377;1341619	1335970;1336093;1336180;1339682;1340938;1341142;1341337;1341578;1341821	+;+;+;+;+;+;+;+;+	5760	969
cds-CAA16904.1	CU329671.1	1342043	1342876	-	834	109
cds-CAK9839849.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1343913;1343989;1344082;1344214	1343934;1344025;1344157;1344237	-;-;-;-	159	139
cds-CAA16906.1	CU329671.1	1345249	1347465	-	2217	218
cds-CAB61843.1	CU329671.1;CU329671.1;CU329671.1	1348380;1348504;1348801	1348416;1348622;1348863	+;+;+	219	79
cds-CAA16907.1	CU329671.1	1351331	1353742	-	2412	778
cds-CAA16908.2	CU329671.1	1356317	1357351	+	1035	827
cds-CAA17816.1	CU329671.1;CU329671.1;CU329671.1	1358692;1358744;1359483	1358698;1358925;1360439	+;+;+	1146	354
cds-CAA17817.1	CU329671.1;CU329671.1;CU329671.1	1361216;1361664;1361844	1361510;1361788;1361936	-;-;-	513	138
cds-CAA17818.1	CU329671.1	1364512	1364823	-	312	651
cds-CAA17819.1	CU329671.1	1365158	1365568	+	411	385
cds-CAA17820.2	CU329671.1;CU329671.1	1366216;1368724	1368668;1368793	-;-	2523	72
cds-CAA17821.1	CU329671.1	1369158	1372352	+	3195	812
cds-CAA17822.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1372610;1374538;1374684;1374828	1374338;1374625;1374780;1374935	-;-;-;-	2022	212
cds-CAA17824.1	CU329671.1;CU329671.1	1375313;1375494	1375420;1375721	-;-	336	29
cds-CAK9839862.1	CU329671.1;CU329671.1;CU329671.1	1376341;1377814;1378224	1377734;1377909;1378266	-;-;-	1533	274
cds-CCD31360.1	CU329671.1	1378510	1378770	+	261	10
cds-CAA17826.1	CU329671.1	1379592	1379960	+	369	177
cds-CAA17827.2	CU329671.1;CU329671.1;CU329671.1	1380298;1381080;1381500	1381015;1381143;1381599	-;-;-	882	163
cds-CAA17829.1	CU329671.1;CU329671.1	1384008;1384830	1384738;1385028	-;-	930	198
cds-CAA17828.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1382124;1382241;1382398;1382771;1383559	1382198;1382308;1382725;1383507;1383706	+;+;+;+;+	1356	177
cds-CAA17830.1	CU329671.1;CU329671.1	1386298;1386387	1386345;1387451	+;+	1113	311
cds-CAA17831.1	CU329671.1;CU329671.1	1387747;1388612	1388568;1388737	-;-	948	55
cds-CAA17832.2	CU329671.1;CU329671.1	1390183;1391147	1391093;1391222	+;+	987	150
cds-CAA17833.1	CU329671.1	1391667	1392968	-	1302	3646
cds-CAA17835.1	CU329671.1	1395834	1399508	-	3675	922
cds-CAA17834.1	CU329671.1;CU329671.1;CU329671.1	1393454;1393647;1393855	1393600;1393721;1395312	+;+;+	1680	163
cds-CAA17836.2	CU329671.1	1400418	1401776	-	1359	225
cds-CAB51761.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1403247;1403355;1403418;1403571;1403812	1403313;1403369;1403511;1403590;1403975	+;+;+;+;+	360	57
cds-CAB51762.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1404360;1404619;1404757;1404974	1404567;1404695;1404842;1405466	-;-;-;-	864	67
cds-CAB51763.1	CU329671.1;CU329671.1;CU329671.1	1407408;1409621;1409766	1409559;1409699;1409883	-;-;-	2349	635
cds-CAB51764.1	CU329671.1;CU329671.1;CU329671.1	1411362;1412172;1412663	1412107;1412608;1412691	-;-;-	1212	137
cds-CAB51765.1	CU329671.1	1413055	1414047	+	993	75
cds-CAK9839881.1	CU329671.1;CU329671.1	1414496;1414603	1414547;1415945	+;+	1395	0
cds-CAB51766.1	CU329671.1;CU329671.1	1414496;1414603	1414547;1415945	+;+	1395	0
cds-CAB51767.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1416265;1416351;1416720;1416984;1417325	1416296;1416544;1416918;1417261;1417560	+;+;+;+;+	939	69
cds-CAB51768.1	CU329671.1	1417553	1418644	-	1092	85
cds-CAB51769.1	CU329671.1;CU329671.1	1418872;1418967	1418908;1419850	+;+	921	109
cds-CAC37362.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1420542;1420752;1420855;1421012;1421230;1421441	1420671;1420802;1420950;1421168;1421391;1421783	+;+;+;+;+;+	939	159
cds-CAC37363.1	CU329671.1	1421873	1423909	-	2037	145
cds-CAC37364.1	CU329671.1	1424670	1427306	-	2637	700
cds-CAC37365.1	CU329671.1	1428789	1430396	+	1608	232
cds-CAC37366.2	CU329671.1;CU329671.1	1430755;1432360	1432230;1432890	-;-	2007	190
cds-CAC37370.1	CU329671.1	1433412	1435913	-	2502	187
cds-CAC37371.1	CU329671.1	1436278	1436823	+	546	178
cds-CAC37372.1	CU329671.1	1438067	1438834	+	768	23
cds-CAC37373.1	CU329671.1	1438967	1442572	-	3606	359
cds-CAC37374.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	1444565;1444651;1444778;1445021;1445474	1444596;1444675;1444846;1445387;1445673	+;+;+;+;+	693	46
cds-CAC37375.1	CU329671.1	1446112	1447533	+	1422	190
cds-CAC37376.1	CU329671.1;CU329671.1	1448008;1448132	1448083;1448499	+;+	444	144
cds-CAM11335.2	CU329671.1;CU329671.1;CU329671.1	1448815;1449657;1449849	1449603;1449790;1450155	-;-;-	1230	15
cds-CAC37378.1	CU329671.1;CU329671.1;CU329671.1	1450371;1450887;1451015	1450794;1450936;1451104	-;-;-	564	17
cds-CAC37492.1	CU329671.1	1452187	1453434	-	1248	509
cds-CCD31361.1	CU329671.1	1455028	1455333	+	306	32
cds-CAC37494.1	CU329671.1;CU329671.1	1459352;1459848	1459793;1459984	-;-	579	70
cds-CAC37493.1	CU329671.1	1457664	1458563	+	900	100
cds-CAC37495.1	CU329671.1;CU329671.1	1460575;1460762	1460622;1461067	+;+	354	72
cds-CAC37496.1	CU329671.1;CU329671.1;CU329671.1	1461719;1461835;1462099	1461775;1461944;1463083	+;+;+	1152	12
cds-CAC37497.1	CU329671.1	1464326	1465243	+	918	87
cds-CAK9839906.1	CU329671.1;CU329671.1;CU329671.1	1465811;1466138;1467311	1466035;1467057;1467317	-;-;-	1152	195
cds-CAC37499.1	CU329671.1;CU329671.1;CU329671.1	1468525;1468960;1469075	1468887;1469035;1470087	+;+;+	1452	45
cds-CAC37500.1	CU329671.1;CU329671.1;CU329671.1	1470680;1470874;1471076	1470822;1470955;1472626	+;+;+	1776	311
cds-CAC37501.1	CU329671.1	1473194	1474747	+	1554	53
cds-CAC37502.1	CU329671.1	1476149	1477276	-	1128	3997
cds-CAC37503.1	CU329671.1	1478104	1485162	-	7059	498
cds-CAC37504.3	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1486152;1486284;1486472;1487074	1486236;1486400;1486925;1487938	+;+;+;+	1521	492
cds-CAC37506.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	1488211;1488733;1489530;1489597	1488673;1489344;1489541;1489664	-;-;-;-	1155	243
