# Program:featureCounts v2.0.3; Command:"featureCounts" "-T" "4" "-a" "ref/shizo_gff.gff" "-o" "counts/shi_gluc_1_gene_counts.txt" "-t" "CDS" "-g" "ID" "star/shi_gluc_1Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	star/shi_gluc_1Aligned.sortedByCoord.out.bam
cds-CAA22525.1	CU329671.1	202536	202967	+	432	58
cds-CAA22526.1	CU329671.1	204649	205470	+	822	1838
cds-CAA22527.1	CU329671.1	207078	209285	+	2208	1870
cds-CAA22528.2	CU329671.1;CU329671.1	209802;209922	209825;211172	+;+	1275	338
cds-CAA22529.1	CU329671.1	211511	211858	+	348	99
cds-CAA22530.1	CU329671.1;CU329671.1	212375;212575	212491;214899	+;+	2442	241
cds-CAA22531.2	CU329671.1;CU329671.1;CU329671.1	215144;215606;215861	215355;215807;216496	+;+;+	1050	879
cds-CAA22532.1	CU329671.1	217001	218179	-	1179	183
cds-CAA22533.1	CU329671.1;CU329671.1	219362;221220	221150;221260	-;-	1830	672
cds-CAA22534.1	CU329671.1;CU329671.1	221699;222976	222907;223512	+;+	1746	100
cds-CAA22535.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	224329;224424;224937;225299;225508	224375;224864;224977;225462;226239	+;+;+;+;+	1425	434
cds-CAA22536.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	230368;230446;230616;231497;231737	230384;230450;230679;231564;233061	+;+;+;+;+	1479	7694
cds-CAA22537.1	CU329671.1;CU329671.1	233634;234167	234070;234248	-;-	519	103
cds-CAA22538.2	CU329671.1;CU329671.1	234503;234594	234523;239513	-;-	4941	401
cds-CAB39136.1	CU329671.1	240370	243069	-	2700	1403
cds-CAB39137.1	CU329671.1;CU329671.1;CU329671.1	244611;244763;244935	244713;244864;244951	-;-;-	222	184
cds-CAB39138.2	CU329671.1;CU329671.1	245718;246428	246297;246639	+;+	792	498
cds-CAB39139.1	CU329671.1;CU329671.1	247261;247449	247398;248753	+;+	1443	93
cds-CAB39140.2	CU329671.1;CU329671.1	249087;249236	249188;252499	+;+	3366	734
cds-CAC01517.1	CU329671.1;CU329671.1	253148;253310	253231;253984	+;+	759	75
cds-CAC01518.1	CU329671.1	254822	256885	+	2064	412
cds-CAC01519.1	CU329671.1;CU329671.1	259577;259805	259704;259961	-;-	285	461
cds-CAC01520.1	CU329671.1	260725	262074	-	1350	908
cds-CAC01521.1	CU329671.1	262763	263650	+	888	275
cds-CAC01522.1	CU329671.1	263915	264814	-	900	169
cds-CAC01523.1	CU329671.1;CU329671.1	265374;265605	265468;266898	+;+	1389	286
cds-CAC01524.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	267490;267581;267678;267968	267542;267639;267859;268954	+;+;+;+	1281	354
cds-CAC35000.1	CU329671.1	269707	270189	-	483	153
cds-CAC01525.1	CU329671.1	270987	274337	-	3351	1190
cds-CAC01526.1	CU329671.1	275907	277076	+	1170	193
cds-CAC01527.1	CU329671.1;CU329671.1;CU329671.1	278247;278530;278651	278488;278593;278758	-;-;-	414	49
cds-CAC01528.1	CU329671.1	279664	281103	+	1440	33
cds-CAA21906.1	CU329671.1;CU329671.1;CU329671.1	281629;281825;282096	281787;282051;283548	+;+;+	1839	606
cds-CAA21907.1	CU329671.1	283938	284525	-	588	191
cds-CAA21908.1	CU329671.1	286039	287418	-	1380	1081
cds-CAA21909.1	CU329671.1	289625	290635	+	1011	667
cds-CAA21910.1	CU329671.1	290876	291958	-	1083	205
cds-CAA21911.1	CU329671.1	293466	294506	-	1041	283
cds-CAA21912.1	CU329671.1;CU329671.1;CU329671.1	296236;296405;296706	296306;296533;297153	-;-;-	648	1328
cds-CAA21913.2	CU329671.1	297771	299093	-	1323	88
cds-CAA21914.2	CU329671.1;CU329671.1;CU329671.1	299347;300231;301165	300074;301108;301214	-;-;-	1656	127
cds-CAA21915.1	CU329671.1	301982	303688	-	1707	1451
cds-CAA21916.1	CU329671.1	305301	306491	-	1191	174
cds-CAA21917.1	CU329671.1	308160	309944	+	1785	32
cds-CAA21918.1	CU329671.1	310702	312147	+	1446	115
cds-CAA21919.1	CU329671.1	313297	314682	+	1386	114
cds-CAA21920.1	CU329671.1	315962	317455	+	1494	87
cds-CAA21921.2	CU329671.1	318693	320480	-	1788	165
cds-CAA21922.3	CU329671.1	321662	322684	-	1023	344
cds-CAC08237.1	CU329671.1	324191	325162	-	972	630
cds-CAC08238.1	CU329671.1	327992	329746	-	1755	48
cds-CAA22205.1	CU329671.1	334388	336448	+	2061	265
cds-CAA22204.1	CU329671.1	336801	338138	-	1338	782
cds-CAA22203.1	CU329671.1;CU329671.1	340970;341583	341519;341656	-;-	624	127
cds-CAA22202.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	342409;343010;343505;343771;344022;344123;344186	342950;343322;343627;343849;344047;344135;344256	-;-;-;-;-;-;-	1167	1024
cds-CAA22201.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	345364;346058;346246;346310;346403	345947;346178;346253;346337;346438	-;-;-;-;-	777	51
cds-CAA22200.1	CU329671.1	348314	350059	+	1746	353
cds-CAK9839441.1	CU329671.1	350783	352369	-	1587	240
cds-CAA22198.1	CU329671.1	356910	357332	+	423	39
cds-CAA22197.1	CU329671.1	358855	359346	+	492	281
cds-CAA22196.1	CU329671.1	359903	360343	+	441	0
cds-CAA22195.1	CU329671.1	363442	364089	+	648	124
cds-CAA22194.2	CU329671.1;CU329671.1;CU329671.1	365415;365766;366595	365630;366542;366654	+;+;+	1053	577
cds-CAA22193.1	CU329671.1	367594	368328	+	735	284
cds-CAA22192.1	CU329671.1;CU329671.1	368558;370776	370716;370875	-;-	2259	2533
cds-CAA22191.1	CU329671.1	372359	373549	+	1191	101
cds-CAB72266.2	CU329671.1	373889	375925	+	2037	321
cds-CAB53718.1	CU329671.1	376462	376836	-	375	13
cds-CAB53719.1	CU329671.1	378627	379700	+	1074	354
cds-CAB53720.2	CU329671.1;CU329671.1	380390;380624	380560;382948	+;+	2496	728
cds-CAB53721.3	CU329671.1;CU329671.1;CU329671.1	383527;383703;383940	383612;383874;383960	-;-;-	279	355
cds-CAB53722.1	CU329671.1	384321	385904	+	1584	1310
cds-CAB53723.1	CU329671.1	386506	387009	-	504	101
cds-CAB53724.1	CU329671.1	387841	388731	-	891	91
cds-CAB53725.1	CU329671.1	390989	395365	+	4377	347
cds-CAB53726.1	CU329671.1	396992	398530	+	1539	433
cds-CAB53727.1	CU329671.1	399368	400684	-	1317	203
cds-CAB53728.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	401165;401844;402017;402195;402305	401683;401910;402141;402263;402349	-;-;-;-;-	825	112
cds-CAB53729.1	CU329671.1;CU329671.1;CU329671.1	402696;402986;403558	402923;403507;404022	+;+;+	1215	146
cds-CAB53730.1	CU329671.1	404262	406421	-	2160	296
cds-CAB53731.2	CU329671.1;CU329671.1;CU329671.1	406868;407056;407451	406991;407394;407677	+;+;+	690	178
cds-CAB53732.1	CU329671.1;CU329671.1;CU329671.1	409496;409655;410147	409594;410028;410453	+;+;+	780	432
cds-CAB53733.1	CU329671.1	411120	412634	-	1515	167
cds-CAB53734.1	CU329671.1;CU329671.1	413556;413894	413653;414221	+;+	426	2382
cds-CAB53735.1	CU329671.1	415111	416658	+	1548	128
cds-CAB53736.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	417319;417371;417460;417665;419273;419411	417320;417399;417618;419219;419309;419476	+;+;+;+;+;+	1848	136
cds-CAB46666.1	CU329671.1	421123	422571	+	1449	399
cds-CAB46667.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	423269;423669;423782;423912;424424;424747;424921;425223;425410	423598;423738;423871;424373;424692;424872;425160;425350;425446	-;-;-;-;-;-;-;-;-	1752	184
cds-CAK9839472.1	CU329671.1;CU329671.1;CU329671.1	426160;428634;428873	428547;428771;428896	-;-;-	2550	211
cds-CAB46669.1	CU329671.1	429183	430166	-	984	8
cds-CAK9839474.1	CU329671.1	430551	431744	-	1194	1030
cds-CAK9839475.1	CU329671.1;CU329671.1;CU329671.1	432595;433204;434057	433012;434003;434311	+;+;+	1473	546
cds-CAB46672.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	434873;434962;435283;435811	434917;434991;435761;435973	+;+;+;+	717	146
cds-CAB46673.1	CU329671.1;CU329671.1	436233;437989	437936;438777	-;-	2493	140
cds-CAK9839478.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	439274;441229;441392;441541;441718;441793;441916	441187;441337;441484;441667;441751;441840;441975	-;-;-;-;-;-;-	2385	594
cds-CAB46675.2	CU329671.1	442631	443914	-	1284	2734
cds-CAA22278.1	CU329671.1	445417	446808	-	1392	147
cds-CAA22279.1	CU329671.1	448934	449281	+	348	18
cds-CAA22280.1	CU329671.1	449771	451003	-	1233	2293
cds-CAA22281.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	451989;452597;452755;452930;453014	452416;452705;452879;452964;453039	-;-;-;-;-	723	87
cds-CAA22283.1	CU329671.1	456575	458047	-	1473	189
cds-CAA22282.1	CU329671.1;CU329671.1;CU329671.1	454230;454668;455002	454597;454944;456312	+;+;+	1956	215
cds-CAA22285.2	CU329671.1	461024	463561	+	2538	561
cds-CAA22286.1	CU329671.1	465633	466922	+	1290	115
cds-CAA22287.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1	468134;468260;468514;468799	468198;468418;468609;468829	-;-;-;-	351	67
cds-CAA22288.1	CU329671.1;CU329671.1;CU329671.1	469388;469494;469951	469445;469893;470125	-;-;-	633	119
cds-CAA22289.1	CU329671.1	470652	471704	+	1053	215
cds-CAA22290.1	CU329671.1	472210	473439	+	1230	299
cds-CAA22291.1	CU329671.1;CU329671.1;CU329671.1	473827;474118;474436	474063;474376;474497	-;-;-	558	193
cds-CAA22292.1	CU329671.1;CU329671.1;CU329671.1	474627;474927;475020	474881;474979;476520	-;-;-	1809	157
cds-CAK9839494.1	CU329671.1	477431	478699	+	1269	96
cds-CAA22294.1	CU329671.1;CU329671.1	479203;480579	480369;480896	-;-	1485	319
cds-CAA22295.3	CU329671.1;CU329671.1;CU329671.1;CU329671.1	481076;481606;483478;483579	481552;483437;483539;483706	-;-;-;-	2499	127
cds-CAB62096.1	CU329671.1;CU329671.1;CU329671.1	483949;484362;484573	484312;484492;486960	-;-;-	2883	194
cds-CAB62097.1	CU329671.1	488230	488772	+	543	19
cds-CAB62098.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	489882;489950;490078;491675	489911;489987;491620;491833	+;+;+;+	1770	421
cds-CAB62099.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	492162;492319;493238;493334;493584	492268;493083;493286;493480;493655	-;-;-;-;-	1140	1003
cds-CAB62100.1	CU329671.1	494742	495935	+	1194	128
cds-CAA20049.1	CU329671.1	496813	497649	+	837	47
cds-CAA20050.1	CU329671.1;CU329671.1	498487;498601	498543;498990	-;-	447	1711
cds-CAA20051.1	CU329671.1;CU329671.1;CU329671.1	499374;499556;499930	499397;499869;500161	+;+;+	570	196
cds-CAH05006.2	CU329671.1;CU329671.1;CU329671.1	501305;501685;501802	501396;501735;501862	+;+;+	204	78
cds-CAA20052.1	CU329671.1	502873	503850	+	978	41
cds-CAA20053.1	CU329671.1	505923	508916	+	2994	241
cds-CAA20054.1	CU329671.1;CU329671.1	509502;509942	509895;510984	+;+	1437	98
cds-CAA20055.1	CU329671.1	511204	512466	-	1263	66
cds-CAA20056.1	CU329671.1;CU329671.1;CU329671.1	514216;514724;514972	514553;514927;515704	+;+;+	1275	149
cds-CAA20057.1	CU329671.1;CU329671.1;CU329671.1	516442;516555;516727	516503;516654;516735	+;+;+	171	2241
cds-CAA20058.1	CU329671.1;CU329671.1;CU329671.1	517344;517388;517685	517349;517480;517837	+;+;+	252	3448
cds-CAA20059.1	CU329671.1	518372	519463	+	1092	127
cds-CCD31351.1	CU329671.1	522740	522985	+	246	24
cds-CAA20061.1	CU329671.1	526091	526642	+	552	678
cds-CAA20062.2	CU329671.1;CU329671.1;CU329671.1	529453;531812;531957	531742;531904;531979	-;-;-	2406	130
cds-CAA20063.2	CU329671.1;CU329671.1	532697;535061	535020;535091	-;-	2355	231
cds-CAA19044.1	CU329671.1;CU329671.1	535383;535632	535458;535987	+;+	432	624
cds-CAA19045.1	CU329671.1	536985	537854	+	870	102
cds-CAA19046.1	CU329671.1;CU329671.1;CU329671.1	539418;539523;539915	539453;539704;539960	+;+;+	264	526
cds-CAA19047.1	CU329671.1;CU329671.1	541283;541332	541289;542971	+;+	1647	158
cds-CAA19048.3	CU329671.1;CU329671.1;CU329671.1;CU329671.1	543421;543484;543668;543892	543438;543552;543838;544725	+;+;+;+	1092	264
cds-CAA17802.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	545071;546331;546590;546679;546845;546957	546152;546464;546622;546791;546912;546966	-;-;-;-;-;-	1440	962
cds-CAA17803.1	CU329671.1	548670	549812	+	1143	160
cds-CAA17804.1	CU329671.1	550296	550787	+	492	105
cds-CAA17805.1	CU329671.1	551743	554124	-	2382	421
cds-CAA17806.2	CU329671.1;CU329671.1;CU329671.1	555893;556399;556846	555969;556579;556878	+;+;+	291	101
cds-CAA17807.4	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	558335;559273;560003;560151;560231	559225;559474;560028;560163;560292	-;-;-;-;-	1194	650
cds-CAA17808.1	CU329671.1;CU329671.1	561504;563965	563928;564137	-;-	2598	361
cds-CAA17809.1	CU329671.1	565310	567694	-	2385	397
cds-CAA17810.1	CU329671.1	571061	573952	+	2892	1391
cds-CAA17812.1	CU329671.1	578731	579738	+	1008	7828
cds-CAA17813.1	CU329671.1	581247	583448	+	2202	456
cds-CAA17814.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	583794;584042;585052;585571;585754;585882	583960;584935;585411;585691;585836;585909	-;-;-;-;-;-	1653	168
cds-CAA17815.1	CU329671.1	586543	587781	+	1239	254
cds-CAA19002.2	CU329671.1	588729	591194	+	2466	253
cds-SPOM_SPBC1706.02C	CU329671.1;CU329671.1;CU329671.1	593185;593368;593437	593261;593393;593575	-;-;-	242	0
cds-CAA19004.1	CU329671.1	594472	596748	+	2277	309
cds-CAK9839539.1	CU329671.1	597611	599125	+	1515	160
cds-CAB46696.1	CU329671.1	599428	600183	-	756	62
cds-CAB46697.1	CU329671.1	601281	602042	+	762	1643
cds-CCD31352.1	CU329671.1	603314	603556	+	243	0
cds-CAB46698.1	CU329671.1;CU329671.1	603704;604375	604096;604377	-;-	396	828
cds-CCD31353.1	CU329671.1;CU329671.1	604418;604733	604577;604920	-;-	348	44
cds-CAB46699.1	CU329671.1	608171	611284	+	3114	278
cds-CAB46700.1	CU329671.1	612670	613086	+	417	69
cds-CAB46701.1	CU329671.1;CU329671.1	613507;616316	616163;616466	-;-	2808	636
cds-CAB46702.1	CU329671.1;CU329671.1	617679;618063	617968;618138	-;-	366	84
cds-CAB46703.1	CU329671.1;CU329671.1;CU329671.1	618354;618422;620309	618372;620259;620539	+;+;+	2088	285
cds-CAB46704.1	CU329671.1	620635	621603	-	969	114
cds-CAB46705.1	CU329671.1	622332	622964	+	633	154
cds-CAB46706.1	CU329671.1;CU329671.1	623400;623999	623952;624039	-;-	594	788
cds-CAB46707.1	CU329671.1;CU329671.1	624426;625157	625101;625197	-;-	717	67
cds-CAB46708.1	CU329671.1	626106	627488	-	1383	8140
cds-CAB46709.1	CU329671.1;CU329671.1;CU329671.1	628030;628115;628538	628064;628259;631171	+;+;+	2814	1791
cds-CAB46710.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	631842;631929;632248;632396;632616	631881;632142;632267;632433;632642	-;-;-;-;-	339	475
cds-CAB46711.2	CU329671.1	634344	635450	-	1107	282
cds-CAA17914.1	CU329671.1	637654	639018	+	1365	143
cds-CAA17913.1	CU329671.1;CU329671.1	639374;639512	639428;640137	+;+	681	112
cds-CAA17043.1	CU329671.1	641686	643341	+	1656	1088
cds-CAA17042.1	CU329671.1;CU329671.1	644291;644547	644479;644669	+;+	312	231
cds-CAA17041.1	CU329671.1	645220	646578	-	1359	145
cds-CAA17040.1	CU329671.1;CU329671.1;CU329671.1	647507;648137;648927	648070;648883;648989	-;-;-	1374	59
cds-CAA17039.1	CU329671.1;CU329671.1;CU329671.1	649980;651609;652500	651564;652452;652833	+;+;+	2763	262
cds-CAA17038.2	CU329671.1;CU329671.1	653091;653432	653363;655246	-;-	2088	315
cds-CAA17037.1	CU329671.1	656323	657108	-	786	50
cds-CAA17036.1	CU329671.1	659085	660101	+	1017	110
cds-CAA17035.1	CU329671.1	660384	661085	-	702	70
cds-CAA17034.1	CU329671.1	662940	664436	+	1497	231
cds-CAA17033.1	CU329671.1	667125	668819	+	1695	28
cds-CAA17032.1	CU329671.1	669740	672661	-	2922	295
cds-CAA17030.1	CU329671.1	677583	679634	-	2052	996
cds-CAK9839572.1	CU329671.1;CU329671.1	676761;677057	676908;677127	+;+	219	116
cds-CAA17029.1	CU329671.1;CU329671.1;CU329671.1	680549;680814;681271	680766;681222;682626	-;-;-	1983	460
cds-CAB66154.1	CU329671.1;CU329671.1	684143;685199	685117;685360	+;+	1137	121
cds-CAC38347.1	CU329671.1	687716	699631	+	11916	410
cds-CAC38348.1	CU329671.1;CU329671.1	700364;700544	700476;700556	+;+	126	18
cds-CAC38349.1	CU329671.1	701890	705513	+	3624	2595
cds-CAC38350.2	CU329671.1;CU329671.1	705932;706141	706077;706666	+;+	672	89
cds-CAC38351.1	CU329671.1	707588	711934	+	4347	576
cds-CAC38352.2	CU329671.1;CU329671.1;CU329671.1	712512;712577;712717	712530;712672;714095	+;+;+	1494	999
cds-CAA17917.1	CU329671.1;CU329671.1;CU329671.1	715333;715532;715981	715452;715609;716226	+;+;+	444	4705
cds-CAA17918.1	CU329671.1	717966	718766	+	801	1609
cds-CAK9839585.1	CU329671.1	719806	720252	+	447	0
cds-CAA17919.1	CU329671.1	719806	720252	+	447	0
cds-CAA17920.1	CU329671.1	721453	722343	-	891	689
cds-CAA17921.1	CU329671.1	723759	724550	+	792	228
cds-CAA17922.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	725343;725481;725683;726318	725428;725608;726260;730646	+;+;+;+	5121	230
cds-CAA17923.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	730860;731026;731479;731633	730925;731205;731550;732583	+;+;+;+	1269	181
cds-CAA17924.1	CU329671.1	733675	734235	-	561	272
cds-CAA17925.1	CU329671.1	735416	737089	+	1674	2718
cds-CAA17926.1	CU329671.1	737704	738795	-	1092	133
cds-CAA17927.1	CU329671.1	740275	741480	+	1206	234
cds-CAA17928.1	CU329671.1	741963	743519	-	1557	241
cds-CAC51385.1	CU329671.1;CU329671.1	744069;744170	744107;744340	+;+	210	37
cds-CAA17931.1	CU329671.1	749245	750591	-	1347	71
cds-CAA17929.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	746035;746364;746601;746839;747144;747268	746265;746447;746780;747091;747222;747556	+;+;+;+;+;+	1116	12
cds-CAA17930.1	CU329671.1;CU329671.1;CU329671.1	747852;747984;748194	747909;748137;749085	+;+;+	1104	196
cds-CAA17932.4	CU329671.1;CU329671.1	750786;750957	750905;753815	+;+	2979	1250
cds-CAB54811.1	CU329671.1;CU329671.1	755560;756097	756023;756283	-;-	651	177
cds-CAB54810.1	CU329671.1;CU329671.1;CU329671.1	754652;754784;755150	754654;754970;755184	+;+;+	225	673
cds-CAB54812.1	CU329671.1;CU329671.1	756660;757057	756973;757345	+;+	603	55
cds-CAK9839603.1	CU329671.1;CU329671.1;CU329671.1	757566;757796;758002	757746;757951;758042	-;-;-	378	1
cds-CAB54814.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	758408;758475;759535;760382;764222	758421;759495;760340;764166;764229	-;-;-;-;-	5634	1493
cds-CAB54815.1	CU329671.1;CU329671.1;CU329671.1	764596;764833;765271	764784;765169;766253	+;+;+	1509	44
cds-CAB54816.1	CU329671.1;CU329671.1	766554;767255	767202;767478	-;-	873	384
cds-CAB54817.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	767782;767869;768080;768268;768434;768557	767818;768016;768187;768385;768512;769281	+;+;+;+;+;+	1215	101
cds-CAB54818.1	CU329671.1	769682	770470	+	789	879
cds-CAB54819.1	CU329671.1;CU329671.1;CU329671.1	771318;771756;771986	771575;771855;772347	+;+;+	720	248
cds-CAB54820.1	CU329671.1;CU329671.1	773480;774581	774485;775395	+;+	1821	291
cds-CAB54821.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	775773;778052;778316;778418	778006;778270;778367;778582	+;+;+;+	2670	289
cds-CAB54822.2	CU329671.1;CU329671.1	779188;779669	779667;779869	-;-	681	216
cds-CAB54823.1	CU329671.1	781072	782262	-	1191	159
cds-CAA19167.1	CU329671.1	785113	786657	+	1545	177
cds-CAA19168.1	CU329671.1	787678	789303	+	1626	61
cds-CCD31354.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	789840;789966;790090;790238	789896;790017;790199;790240	-;-;-;-	222	5
cds-CAA19169.1	CU329671.1	791259	791879	-	621	93
cds-CAA19170.1	CU329671.1;CU329671.1	793261;793549	793320;795057	+;+	1569	344
cds-CAA19171.2	CU329671.1	796583	798871	+	2289	281
cds-CAA19172.3	CU329671.1;CU329671.1;CU329671.1	799142;800840;802839	800838;802651;802851	-;-;-	3522	322
cds-CAA19173.1	CU329671.1	804365	805093	-	729	48
cds-CAA19174.1	CU329671.1	806834	809281	+	2448	718
cds-CAA19175.1	CU329671.1;CU329671.1	809525;809735	809650;810499	-;-	891	146
cds-CAA19176.1	CU329671.1	811413	812381	-	969	1690
cds-CAA19177.1	CU329671.1;CU329671.1;CU329671.1	814819;817199;817416	817143;817279;817469	-;-;-	2460	415
cds-CAA19178.2	CU329671.1	821281	823149	-	1869	734
cds-CAK9839627.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	824374;824579;824874;825065;825245	824534;824660;824999;825188;825747	+;+;+;+;+	996	51
cds-CAA19180.1	CU329671.1	826179	827813	-	1635	321
cds-CAA19181.2	CU329671.1	829091	830641	-	1551	600
cds-CAA19049.1	CU329671.1	833162	834904	-	1743	276
cds-CAA19050.1	CU329671.1	837552	839285	-	1734	257
cds-CAA19051.1	CU329671.1	843508	845124	-	1617	2103
cds-CAA19052.1	CU329671.1;CU329671.1	847985;848263	848117;849185	+;+	1056	792
cds-CAA19053.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	849509;849640;849746;849895;850080;850234;850373;850663;850799;850885;850959;851119;851215;851319	849588;849698;849854;850035;850188;850326;850607;850708;850842;850915;851076;851169;851276;851358	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1218	411
cds-CAA19054.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	852025;852647;852916;853103	852606;852847;853053;853237	-;-;-;-	1056	128
cds-CAA19056.2	CU329671.1;CU329671.1;CU329671.1	857531;857762;857905	857710;857842;858219	-;-;-	576	66
cds-CAA19055.1	CU329671.1	853631	857392	+	3762	744
cds-CAA19057.1	CU329671.1;CU329671.1;CU329671.1	858488;858740;859940	858687;859884;860073	+;+;+	1479	278
cds-CAA19058.1	CU329671.1	861231	861785	+	555	103
cds-CAA19059.1	CU329671.1	863274	864305	+	1032	192
cds-CAA19060.2	CU329671.1;CU329671.1;CU329671.1	864756;865288;865738	865244;865681;865994	-;-;-	1140	107
cds-CAC22603.1	CU329671.1;CU329671.1;CU329671.1	866540;869940;870080	869835;870030;870082	-;-;-	3390	2583
cds-CAC22604.1	CU329671.1;CU329671.1	871546;873157	873109;873173	+;+	1581	463
cds-CAC22605.1	CU329671.1	873358	875922	-	2565	427
cds-CAC22606.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	876350;876741;876821;877019	876695;876777;876978;877371	+;+;+;+	894	51
cds-CAC22607.1	CU329671.1	877504	879828	+	2325	270
cds-CAC22608.1	CU329671.1	879919	881652	-	1734	345
cds-CAC22609.1	CU329671.1	882460	882675	+	216	110
cds-CAC22610.1	CU329671.1;CU329671.1	884959;885042	885000;886187	+;+	1188	340
cds-CAC22611.1	CU329671.1;CU329671.1	886616;886730	886664;887067	+;+	387	56
cds-CAC22612.2	CU329671.1;CU329671.1	887999;888513	888142;888542	-;-	174	622
cds-CAK9839652.1	CU329671.1	890116	890343	-	228	6
cds-CAC22613.1	CU329671.1	892679	894052	+	1374	929
cds-CAC22614.2	CU329671.1;CU329671.1	894565;896422	896363;897133	-;-	2511	421
cds-CAB40162.1	CU329671.1	898075	900981	+	2907	148
cds-CAB40163.1	CU329671.1	901942	902685	+	744	257
cds-CAB40164.1	CU329671.1	903156	903572	-	417	166
cds-CAB40165.1	CU329671.1	904365	911525	+	7161	980
cds-CAB40166.1	CU329671.1;CU329671.1	911603;913646	913570;914593	-;-	2916	238
cds-CAB40167.2	CU329671.1	915271	922284	-	7014	1263
cds-CAA22806.1	CU329671.1	922725	926579	+	3855	345
cds-CAA22807.1	CU329671.1;CU329671.1;CU329671.1	926850;927143;928016	927096;927968;928358	+;+;+	1416	116
cds-CAA22808.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	928989;930488;930645;930780	930444;930605;930738;930812	+;+;+;+	1701	303
cds-CAA22809.1	CU329671.1	931060	932442	-	1383	1923
cds-CAH58744.1	CU329671.1	932781	934082	-	1302	154
cds-CAA22811.1	CU329671.1	934716	935603	-	888	186
cds-CAA22812.1	CU329671.1	936541	938091	-	1551	880
cds-CAA22813.1	CU329671.1;CU329671.1	938700;940228	940171;940261	-;-	1506	1794
cds-CAA22814.1	CU329671.1	940825	942318	-	1494	1718
cds-CAA22816.1	CU329671.1	945102	947402	-	2301	160
cds-CAA22815.1	CU329671.1;CU329671.1;CU329671.1;CU329671.1	942942;943044;943156;943361	942998;943117;943219;944773	+;+;+;+	1608	1074
cds-CAA22817.1	CU329671.1	950881	952107	+	1227	1258
cds-CAA22818.1	CU329671.1;CU329671.1;CU329671.1	952816;953792;953920	953751;953866;954276	-;-;-	1368	68
cds-CAA22819.2	CU329671.1;CU329671.1;CU329671.1;CU329671.1;CU329671.1	955201;955257;955435;956037;956344	955214;955369;955992;956301;956488	-;-;-;-;-	1095	86
